event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX is a quick learner,"[""none""]",[],[],[],"[""gains knowledge"", ""learns new skill""]",[],[],[],[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to research information"", ""to aquire a new skill""]","[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],"[""to praise PersonX"", ""to encourage PersonX""]",[],[],[],"[""to go to class"", ""to listen to lectures""]",[],"[""to continue going to class"", ""to get good grades"", ""to do tests"", ""to do homework""]","[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to brag"", ""to absorb more information""]","[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],[],"[""brilliant"", ""skilled""]",[],[],[],[],[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],[],"[""brainy"", ""clever""]",[],[],[],[],[],"[""quick"", ""learner""]",tst
PersonX is a quick learner,[],[],[],"[""clever"", ""smart""]",[],[],[],[],[],"[""quick"", ""learner""]",tst
PersonX sits next to PersonY in class,[],"[""none""]",[],[],[],"[""to enjoy his company""]",[],"[""loved and happy""]",[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],"[""connected"", ""happy""]",[],[],[],"[""to spend time with y""]",[],"[""connected""]",[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],"[""giddy""]",[],[],[],"[""to be near y""]",[],"[""shy"", ""happy""]",[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,"[""person y talks to person x"", ""person y laughs""]",[],[],[],"[""person x talks to person y"", ""person x laughs""]",[],[],[],[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,"[""is distracted"", ""senses him""]",[],[],[],"[""listens"", ""becomes bored""]",[],[],[],[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,"[""speaks"", ""turns head""]",[],[],[],"[""speaks"", ""turns head""]",[],[],[],[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],[],"[""to tell PersonX to move"", ""to tell someone else to sit next to them"", ""to move to another desk"", ""to bring PersonX candy""]",[],[],[],"[""to get there early"", ""to like PersonY""]",[],"[""to write PersonY a note"", ""to befriend PersonY"", ""to kick PersonY""]","[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],[],"[""to talk."", ""to add eachother on facebook.""]",[],[],[],"[""to get up and get ready."", ""to go to school.""]",[],"[""to talk to PersonY"", ""to ask PersonY to hang out.""]","[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],[],[],"[""interested"", ""kind"", ""friendly""]",[],[],[],[],[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],[],[],"[""Lucky"", ""Lustful""]",[],[],[],[],[],"[""sits"", ""next""]",tst
PersonX sits next to PersonY in class,[],[],[],"[""hopeful"", ""curious""]",[],[],[],[],[],"[""sits"", ""next""]",tst
PersonX is right next,[],"[""none""]",[],[],[],"[""none""]",[],"[""curious""]",[],"[""right"", ""next""]",tst
PersonX is right next,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""right"", ""next""]",tst
PersonX is right next,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],[],[],[],[],"[""none""]",[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],[],[],[],[],"[""none""]",[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],[],[],[],[],"[""to of gone to the store"", ""to gotten in line""]",[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],"[""none""]",[],[],[],[],[],"[""to go in"", ""to appear next""]","[""right"", ""next""]",tst
PersonX is right next,[],[],[],"[""close"", ""proximate""]",[],[],[],[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],[],"[""Excited"", ""Anticipatory""]",[],[],[],[],[],"[""right"", ""next""]",tst
PersonX is right next,[],[],[],"[""adjacent"", ""nearby""]",[],[],[],[],[],"[""right"", ""next""]",tst
PersonX is really sad,[],"[""none""]",[],[],[],"[""none""]",[],"[""sad"", ""hurt"", ""disappointed""]",[],"[""really"", ""sad""]",tst
PersonX is really sad,[],"[""none""]",[],[],[],"[""none""]",[],"[""despair""]",[],"[""really"", ""sad""]",tst
PersonX is really sad,"[""none""]",[],[],[],"[""eyes water"", ""becomes anxious""]",[],[],[],[],"[""really"", ""sad""]",tst
PersonX is really sad,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to speak with a friend or family member"", ""to think about activites that cheer them up"", ""to do activities that make them feel more positive"", ""to address the reason they are sad""]","[""really"", ""sad""]",tst
PersonX is really sad,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to feel happy"", ""to live without unpleasant thoughts""]","[""really"", ""sad""]",tst
PersonX is really sad,[],[],[],"[""grieving"", ""sorrowful""]",[],[],[],[],[],"[""really"", ""sad""]",tst
PersonX is really sad,[],[],[],"[""unhappy"", ""depressed""]",[],[],[],[],[],"[""really"", ""sad""]",tst
PersonX feels lucky,[],"[""none""]",[],[],[],"[""none""]",[],"[""excited"", ""hopeful""]",[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,[],"[""none""]",[],[],[],"[""none""]",[],"[""adventurous"", ""excited""]",[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,[],"[""none""]",[],[],[],"[""none""]",[],"[""fortunate"", ""happy""]",[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,"[""none""]",[],[],[],"[""buys a lottery ticket"", ""gambles""]",[],[],[],[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to gamble"", ""to buy something""]","[""feels"", ""lucky""]",tst
PersonX feels lucky,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to do something"", ""to be happy""]","[""feels"", ""lucky""]",tst
PersonX feels lucky,[],[],[],"[""optimistic"", ""rich""]",[],[],[],[],[],"[""feels"", ""lucky""]",tst
PersonX feels lucky,[],[],[],"[""Blessed"", ""Winner""]",[],[],[],[],[],"[""feels"", ""lucky""]",tst
PersonX is walking to the store,[],"[""none""]",[],[],[],"[""to buy something""]",[],"[""tired""]",[],"[""walking"", ""store""]",tst
PersonX is walking to the store,[],"[""none""]",[],[],[],"[""to buy milk.""]",[],"[""good.""]",[],"[""walking"", ""store""]",tst
PersonX is walking to the store,[],"[""good because there is food from the grocery store.""]",[],[],[],"[""to exercise.""]",[],"[""content that he has groceries.""]",[],"[""walking"", ""store""]",tst
PersonX is walking to the store,"[""none""]",[],[],[],"[""they buy something"", ""they browse and window shop""]",[],[],[],[],"[""walking"", ""store""]",tst
PersonX is walking to the store,"[""none""]",[],[],[],"[""person x buys from store"", ""person x goes home""]",[],[],[],[],"[""walking"", ""store""]",tst
PersonX is walking to the store,"[""none""]",[],[],[],"[""works hard"", ""takes his time""]",[],[],[],[],"[""walking"", ""store""]",tst
PersonX is walking to the store,[],[],"[""none""]",[],[],[],"[""miss the bus"", ""live nearby store""]",[],"[""shop groceries"", ""make payment""]","[""walking"", ""store""]",tst
PersonX is walking to the store,[],[],"[""none""]",[],[],[],"[""to put on their shoes"", ""to grab their wallet"", ""to prepare a shopping list""]",[],"[""to bring the groceries home"", ""to unpack the groceries""]","[""walking"", ""store""]",tst
PersonX is walking to the store,[],[],[],"[""energetic"", ""busy""]",[],[],[],[],[],"[""walking"", ""store""]",tst
PersonX is walking to the store,[],[],[],"[""content"", ""energized""]",[],[],[],[],[],"[""walking"", ""store""]",tst
PersonX is walking to the store,[],[],[],"[""active"", ""capable""]",[],[],[],[],[],"[""walking"", ""store""]",tst
PersonX gets burned,[],"[""none""]",[],[],[],"[""none""]",[],"[""pain.""]",[],"[""gets"", ""burned""]",tst
PersonX gets burned,[],"[""none""]",[],[],[],"[""none""]",[],"[""shocked"", ""hurt""]",[],"[""gets"", ""burned""]",tst
PersonX gets burned,"[""none""]",[],[],[],"[""has pain"", ""burned area blisters"", ""applies ointment""]",[],[],[],[],"[""gets"", ""burned""]",tst
PersonX gets burned,"[""none""]",[],[],[],"[""seeks medical attention"", ""has a scar""]",[],[],[],[],"[""gets"", ""burned""]",tst
PersonX gets burned,[],[],"[""none""]",[],[],[],"[""to be near something hot."", ""needs to touch something hot.""]",[],"[""to put on medicine."", ""to go to the doctor.""]","[""gets"", ""burned""]",tst
PersonX gets burned,[],[],"[""give medical treatment"", ""apply cool water"", ""take to hospital"", ""get bandage""]",[],[],[],"[""touches flame"", ""drinks hot liquid"", ""eats hot food"", ""touches hot surface""]",[],"[""to scream"", ""get ice"", ""call fire department"", ""get medical help""]","[""gets"", ""burned""]",tst
PersonX gets burned,[],[],[],"[""regretful"", ""pained""]",[],[],[],[],[],"[""gets"", ""burned""]",tst
PersonX gets burned,[],[],[],"[""injured"", ""hurt""]",[],[],[],[],[],"[""gets"", ""burned""]",tst
PersonX starts training,[],"[""none""]",[],[],[],"[""to join the competition.""]",[],"[""happy.""]",[],"[""starts"", ""training""]",tst
PersonX starts training,[],"[""none""]",[],[],[],"[""to prepare""]",[],"[""tired""]",[],"[""starts"", ""training""]",tst
PersonX starts training,"[""none""]",[],[],[],"[""evaluates self"", ""learns something new""]",[],[],[],[],"[""starts"", ""training""]",tst
PersonX starts training,"[""none""]",[],[],[],"[""PersonX sweats from exercise"", ""PersonX thinks deeply of the subject""]",[],[],[],[],"[""starts"", ""training""]",tst
PersonX starts training,[],[],"[""to help person X"", ""to receive training fee from person X""]",[],[],[],"[""to find a qualified trainer"", ""to collect materials needed for the training""]",[],"[""to continue training till the end"", ""to thank the trainer for training him""]","[""starts"", ""training""]",tst
PersonX starts training,[],[],"[""none""]",[],[],[],"[""To join the program"", ""To have dedication""]",[],"[""To excel"", ""To become an expert""]","[""starts"", ""training""]",tst
PersonX starts training,[],[],"[""to dance with PersonX"", ""to be as good as they can be"", ""to practice every day for a long time"", ""to win the dance contest""]",[],[],[],"[""to write down their individual dance moves"", ""to practice each of those moves every day"", ""to find a partner who will dance with them"", ""to practice with that partner every day""]",[],"[""to sign up for a dance contest"", ""to get outfits for the pair"", ""to perfect their moves with practice"", ""to win the dance contest""]","[""starts"", ""training""]",tst
PersonX starts training,[],[],[],"[""athletic"", ""talented""]",[],[],[],[],[],"[""starts"", ""training""]",tst
PersonX starts training,[],[],[],"[""athletic"", ""determined""]",[],[],[],[],[],"[""starts"", ""training""]",tst
PersonX starts training,[],[],[],"[""weak"", ""motivated""]",[],[],[],[],[],"[""starts"", ""training""]",tst
PersonX drives straight,[],"[""like the roads are a bit safer""]",[],[],[],"[""to be safe""]",[],"[""like a responsible driver""]",[],"[""drives"", ""straight""]",tst
PersonX drives straight,[],"[""comfortable"", ""safe""]",[],[],[],"[""to stay uninjured""]",[],"[""healthy"", ""alive""]",[],"[""drives"", ""straight""]",tst
PersonX drives straight,[],"[""none""]",[],[],[],"[""to be safe""]",[],"[""relieved""]",[],"[""drives"", ""straight""]",tst
PersonX drives straight,"[""none""]",[],[],[],"[""they avoid getting a ticket or citation"", ""they have an easy and simple ride""]",[],[],[],[],"[""drives"", ""straight""]",tst
PersonX drives straight,"[""none""]",[],[],[],"[""goes off the cliff"", ""misses the turn"", ""hits the barricade""]",[],[],[],[],"[""drives"", ""straight""]",tst
PersonX drives straight,[],[],"[""none""]",[],[],[],"[""a car"", ""good driving skills""]",[],"[""to avoid a ticket"", ""to get to destination safely""]","[""drives"", ""straight""]",tst
PersonX drives straight,[],[],[],"[""motivated"", ""disciplined""]",[],[],[],[],[],"[""drives"", ""straight""]",tst
PersonX drives straight,[],[],[],"[""talented"", ""responsible""]",[],[],[],[],[],"[""drives"", ""straight""]",tst
PersonX looks like,[],"[""none""]",[],[],[],"[""none""]",[],"[""indifferent""]",[],"[""looks"", ""like""]",tst
PersonX looks like,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""looks"", ""like""]",tst
PersonX looks like,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""looks"", ""like""]",tst
PersonX looks like,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to change their clothes"", ""get a haircut""]","[""looks"", ""like""]",tst
PersonX looks like,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""get dressed"", ""comb hair""]","[""looks"", ""like""]",tst
PersonX looks like,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to change their look"", ""to look better""]","[""looks"", ""like""]",tst
PersonX looks like,[],[],[],"[""shocked"", ""impressed""]",[],[],[],[],[],"[""looks"", ""like""]",tst
PersonX looks like,[],[],[],"[""miserable"", ""wretched""]",[],[],[],[],[],"[""looks"", ""like""]",tst
PersonX looks like,[],[],[],"[""identical"", ""similar""]",[],[],[],[],[],"[""looks"", ""like""]",tst
PersonX sits together,[],"[""happy""]",[],[],[],"[""to be with someone""]",[],"[""happy""]",[],"[""sits"", ""together""]",tst
PersonX sits together,"[""none""]",[],[],[],"[""is close"", ""stands""]",[],[],[],[],"[""sits"", ""together""]",tst
PersonX sits together,"[""receives support"", ""socializes""]",[],[],[],"[""receives support"", ""socializes""]",[],[],[],[],"[""sits"", ""together""]",tst
PersonX sits together,"[""notices person X is there"", ""moves away from person X""]",[],[],[],"[""none""]",[],[],[],[],"[""sits"", ""together""]",tst
PersonX sits together,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""enjoy with others"", ""shares their seat with others""]","[""sits"", ""together""]",tst
PersonX sits together,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to stay together"", ""to hang with friends""]","[""sits"", ""together""]",tst
PersonX sits together,[],[],[],"[""amicable"", ""friendly""]",[],[],[],[],[],"[""sits"", ""together""]",tst
PersonX sits together,[],[],[],"[""Close"", ""Friendly""]",[],[],[],[],[],"[""sits"", ""together""]",tst
PersonX sits together,[],[],[],"[""friendly"", ""helpful""]",[],[],[],[],[],"[""sits"", ""together""]",tst
PersonX makes a turn,[],"[""none""]",[],[],[],"[""to go to a parking lot.""]",[],"[""okay.""]",[],"[""makes"", ""turn""]",tst
PersonX makes a turn,[],"[""none""]",[],[],[],"[""to take other route""]",[],"[""safe""]",[],"[""makes"", ""turn""]",tst
PersonX makes a turn,[],"[""excited that personx is coming home""]",[],[],[],"[""to go home""]",[],"[""happy to be heading home""]",[],"[""makes"", ""turn""]",tst
PersonX makes a turn,"[""none""]",[],[],[],"[""PersonX looks ahead"", ""PersonX smiles""]",[],[],[],[],"[""makes"", ""turn""]",tst
PersonX makes a turn,[],[],"[""none""]",[],[],[],"[""to turn left or right"", ""to go where there is an option to turn""]",[],"[""to go straight ahead"", ""to go somewhere else""]","[""makes"", ""turn""]",tst
PersonX makes a turn,[],[],"[""none""]",[],[],[],"[""to be driving"", ""to be following navigation""]",[],"[""to enter building as per navigation"", ""to keep driving""]","[""makes"", ""turn""]",tst
PersonX makes a turn,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to walk to their destination"", ""to look at the map""]","[""makes"", ""turn""]",tst
PersonX makes a turn,[],[],[],"[""determined"", ""skilled""]",[],[],[],[],[],"[""makes"", ""turn""]",tst
PersonX makes a turn,[],[],[],"[""changing"", ""in progress""]",[],[],[],[],[],"[""makes"", ""turn""]",tst
PersonX drives down the highway,[],"[""none""]",[],[],[],"[""to get somewhere fast""]",[],"[""efficient"", ""capable"", ""speedy""]",[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,[],"[""none""]",[],[],[],"[""to reach place"", ""to reach home""]",[],"[""good""]",[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,[],"[""none""]",[],[],[],"[""to get somewhere""]",[],"[""determined""]",[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,"[""none""]",[],[],[],"[""got by cop"", ""get in to disciplinary actions""]",[],[],[],[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,"[""none""]",[],[],[],"[""runs over a basketball"", ""hits a bicycle""]",[],[],[],[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""Look up the address on GPS."", ""Put the seat belt on.""]","[""drives"", ""highway""]",tst
PersonX drives down the highway,[],[],"[""none""]",[],[],[],"[""purchase a car"", ""learn to drive"", ""use GPS"", ""find the on ramp""]",[],"[""to travel to his cousin's house"", ""use the toll road"", ""avoid traffic""]","[""drives"", ""highway""]",tst
PersonX drives down the highway,[],[],[],"[""careful"", ""observant""]",[],[],[],[],[],"[""drives"", ""highway""]",tst
PersonX drives down the highway,[],[],[],"[""mature"", ""discipline""]",[],[],[],[],[],"[""drives"", ""highway""]",tst
PersonX tells my friend,[],"[""grateful""]",[],[],[],"[""to safeguard him""]",[],"[""relieved about telling him""]",[],"[""tells"", ""friend""]",tst
PersonX tells my friend,[],"[""grateful"", ""interested""]",[],[],[],"[""the friend to know something""]",[],"[""helpful""]",[],"[""tells"", ""friend""]",tst
PersonX tells my friend,"[""knows"", ""is grateful to personX""]",[],[],[],"[""is sure it's known"", ""helps personY""]",[],[],[],[],"[""tells"", ""friend""]",tst
PersonX tells my friend,[],[],"[""to listen"", ""to find out gossip""]",[],[],[],"[""none""]",[],"[""to make them listen"", ""to share information""]","[""tells"", ""friend""]",tst
PersonX tells my friend,[],[],"[""to speak to PersonX"", ""to understand""]",[],[],[],"[""none""]",[],"[""to be informative"", ""to have a relationship""]","[""tells"", ""friend""]",tst
