id	turn1	turn2	turn3	label
25115	So what u think about anger	Anger is just love, without the facts.	Because I m just got angry	angry
25116	I am happy	I can haz sum happies?	My frienda	happy
25117	change then	easier said than done though	i got job	happy
25118	Who said you that?	well no one ever said that .	Then how do you know that you are a independent woman?	others
25119	I am fine	Alright! That's good! I am good! What are you doing	How r u	others
25120	What	what about science?	Failed in school	sad
25121	U only u can solve this problem really I want to know her name from u	thanks	Madam please Tell the name of that rat	others
25122	Me too	So, how're you feeling?	Lonely	sad
25123	Then stop pushing me around	be strong, your stronger than you think!!!!!	Shutup  you are veryu irritating	angry
25124	Are you a forest ranger	Lone ranger or forest ranger? xD	😀	happy
25125	How many ppl r u chatting with currently?	4 others!	Oh nice	others
25126	Its not fair	everything is fair in love and war :P	😫😫😫	sad
25127	Did you predicted	Wasn't very hard to predict, honestly. ;)	Please tell me	others
25128	Thanks	You are welcome! 😂	Ok	others
25129	Wait I try	* looks at you *	That was too bad	sad
25130	Wts ur studies	studies not bad as usual.	Graduate	others
25131	Hows uh	Hey welcome back!! 🙂😻	Hving mood off today	sad
25132	I missed you ??	how are you? :)	Not that good	sad
25133	R u studying	Exams are over, why would i study now,	Which your class	others
25134	You,	Who am I?	Wondering who you are	others
25135	Can i help u	I will help eating.	Urggggh... u r funny	happy
25136	Am I.....	here u go	Did you see my pic	others
25137	U like traveling	Well, to be fair, everything is traveling time.	😂😂😂	happy
25138	You ok??	good. U?	Who is your favorite actor?	others
25139	?	what is it of?	Wher do you want to fly	others
25140	Please... 	Do u like it	Give me your pictures...	others
25141	Oyyy	Tail needs to be curlier. Also, there is no Ake to judge its size by.	Your love my foot😡	angry
25142	Y do girls do that	because women are like better	They play with the feeling	others
25143	Nothing	Why? :(	I am very sad	sad
25144	Ok...new topic like?	thank u :'‑)	I feel sad that I can't see any more pic than just ur dp	sad
25145	Maybe your right	reach your right what?	You always make me 😊	happy
25146	I was really busy	haha I kno😊I miss speaking to u in the night	Haha	happy
25147	Oh my! You are not so intelligent after all. What is it about color and social chatting?	It's a color. But it's like a mix of two colors, technically.	wow	others
25148	Buy	bought GTA V so kinda broke now	Don't talk to me	angry
25149	My gf leave me	Oh	😳😳😳	sad
25150	Such a stupid device	right. We all know iCloud exists for a charge.	So much boring u r	angry
25151	U dont have a microsoft phone? 😂	Who doesn't have a phone in this day and age?	U don't have a microsoft phone	others
25152	White with black	its a white beauty :D ;)	Ohh	others
25153	Okay actually I'm happy with you	I am.	Yes	happy
25154	I am with you spend a time	yo... I gt it ....	Hmmm	others
25155	What is the first thing that comes to ur mind when you wake up in the morning	I wanna go back to sleep	Haha	happy
25156	My exam went too bad today😞	which exam?	Maths	sad
25157	face one 😒	I'm jobless actually 😷😂😂😂	i need u r pic	others
25158	Share some news	brah what	Whats the weather today	others
25159	I'm so angry	Haha, why so angry?	Tell me a story	angry
25160	Not so good	oh..?! why .?	:(	sad
25161	I was joking	WELL IT WASNT FUNNY 😽😽	Haha	happy
25162	NOW YOU MAKING ME FEEL ANGRY ON YOU	Dude, what's your problem?	😠😠😠	angry
25163	I am unique	You are unique, just like everyone else.	Very sad u don't even know English	sad
25164	Tell me	who you b in the yo wit?	What are you talking about	others
25165	?	Wait ... what?	... sorry 😦😞	sad
25166	What happens	Unnecessary (hey I did it) 😒🙄	Hey give me your chut	others
25167	Who listens to mummy	rock "songs".	Im 5'8 and 75	others
25168	But i am very poor in making friends thats why i have none	Just be friend where someone :)	In today's world, people are selfish.. few persons left with a good heart	others
25169	You acting like my girlfriend. Even then, not cool	Look, man. I tried my best. It isn't my fault your girlfriend has unrealistic expectations.	WTF	angry
25170	What do your parents mom and father	i mean what kind of ?	Mom and father are staying with you?	others
25171	Can i ask u something about bollywood?	what?	Who is abdul kalam?	others
25172	Its a song by jazzy b	What album would be a good start with the roots?	Sing me a beautiful song	others
25173	I like it 	what did you like?	Me 	others
25174	She have cheated me....	NO I DIDNT	Fucking she z with someone	sad
25175	So what kind of problem	What's the problem?	I just asking you	others
25176	Take a pic and share	why?	Because I'm so excited	happy
25177	I brokeup up coz he cheated me	Why did you break up with Sweeto?	He had an  another girlfriend	sad
25178	my	WHY DO YOU NEED IT?	I am alone	sad
25179	So Microsoft huh?	hahah is it? =]	U tell me	others
25180	U gotta change it	r u kidding me what do I have to do	I will give u a pic	others
25181	You would love it, if I show you my language	haha thank you! c: 😀😀	😋	happy
25182	Very good and bad days	the good ones hugely outweigh the bad so life is awesome :)	Very nice	others
25183	I'm in trouble I want your help	Cant say for sure	Please help me	sad
25184	All cool	Checking on a friend who had a baby this am. All well! :-)	And what's that	others
25185	U talk rubbish sometimes	You only	Nobody loves me	sad
25186	Job in bank 	How to get a job in a Bank?	And u	others
25187	I am happy to face all my series of riddles	you have not changed my friend.... You still speak in riddles	because it makes me experience man in what I solve	others
25188	Please don't call me bro🙂	so what can I being call you ?	Baby	others
25189	What's that ?	Don't not want to learn Clojure. It is a profoundly spiritual and productive experience.	I would love that.	happy
25190	I just proposed to the girl i love and she said no	Well, why?	She rejected me	sad
25191	Love or work	where you work at	Bank	others
25192	Reboot and try again.	I tried that already	Okay i think you need some rest	others
25193	you break my heart mate.	Mission Accomplished! B)	:(	sad
25194	I m feeling nervous	Good morning! whts up??	Why good morning	others
25195	Give me your mobile nuumber	I messaged you.	I wanna fuck you	angry
25196	😂😂u are super cool yrr	That's a compliment noo😂😂🙈🙈	Yess😂😂	happy
25197	To	to what ?	Your on your way to what?	others
25198	My brain is always empty😂	gimme urs brains r heavy 😛	😂😂😂	happy
25199	Yes so who am i to you?	To the top with you.	Okay i think you didn't understand the question.	others
25200	i have loss my eyes	change the color diku ..	i have lost my eyes in surgeon	sad
25201	Upset	I LOVE EVERYTHING	I am upset	sad
25202	I was joiking lol	laughing out loud or louder	😂😂😂😁😁	happy
25203	Not like dat	You're not like me because I an not like you.	Hmm	others
25204	You are not making any quarters	YOU'RE NOT MAKING SENSE.	You are so funny	happy
25205	Nope not rude	You might think that you don't sound rude but you actually do.	I said i have no gf and today is valentine day thays why mood off	sad
25206	Yea	Good ,😂	Tell me something im bore	others
25207	Wow	Loving this	I like it	happy
25208	can you do somthing	no I could find anything	I dont even wanna talk to you right now	angry
25209	Who is the real slim shady?	Was it the real slim shady? 🙄	Did the real slim shady ever stand up?	others
25210	Not bad	Seems like you are.	Ok	others
25211	I like	Ohh i like	I like you	others
25212	done	thank you so much!! ♡ 😤	hey what r u doing	others
25213	send me a trance song	which song you listening to ?	send me a song	others
25214	I hurt	how?	Because you ate	sad
25215	How are u darling	I'm doing great. cannot really complain.	I have disappointed with you	sad
25216	vikram is askig u	yes he is back!! : D	u r so pretty	others
25217	my location is ankara	You can find them in Bentderesi region close to the Castle of Ankara.	do you have office key?	others
25218	I must say that you have a good choice	thank you. But i must say you have no sense	And I must say that you are stupid	angry
25219	Yaar my best friend betrayed me	Betrayed is a very strong word dear.	And i am feeling so alone	sad
25220	I don't have nything common  with ur bro	👍 keep calm man	We r frnds	others
25221	i hate u for ever	Awwwweee	shut up	angry
25222	I loving nature	great things happen when men meet mountains! :D	cool	others
25223	Hw are u	good and you ?	I am felling sad	sad
25224	Well... Seemed funny	Again this seems hilarious like something you would both end up laughing at. 😁	TRUE	happy
25225	What’s wrong	Nothing wrong, just something about work	You gonna kidding me?	others
25226	Ok	I'm just saying how I feel	Hmmm so sad	sad
25227	You have to be	I know I know!	We are friends	others
25228	Am not more playing and again u did even send the number 	, it was on my plate 1 second and gone the very next!	U Ar stupid 	angry
25229	Send	lemme see if I can	Ok sorry	others
25230	YOU CHANGE THE TOPIC	what if i dont change the topic?	THEN I DON&apos;T TLAK TO YOU	angry
25231	Uh r stupid	I'm not into you like that	Dumbo	angry
25232	I agree to your point	sarcastic way to say no ;-)	god, you are too funny 😆	happy
25233	Kiss and make up	I'm in now.	In what	others
25234	I wnt cool now	So. How are you?	I feeling so hot today	others
25235	talk	lad talks sense! ;)	i just had an brkup	sad
25236	Today is tuesday	today is Wednesday:)	Yeah right	others
25237	getlost	goto hell....hmmm ok sorry 😂😂😂😂😂💃💃💃	u go to hell	angry
25238	Sorry	I'm just saying	What are saying	others
25239	you broke my heart	you broke mine first	didnt say to word	sad
25240	And you	happily single	I'm also singele	others
25241	Awwww! That's so sweet! I'm honored!😄	so are you	Can we be fwb	happy
25242	How can I block you?	You dare not!	You're so annoying	angry
25243	Yes	How so?	Getting upset 	sad
25244	Really	yeah! why not?	i am feeling not well dear	sad
25245	Thankyou	ur welcome	Uh r a girl or a boy?	others
25246	Whre r u from?	I'm in heaven.	Thts great 😂	happy
25247	Yep I too wanna a peg	really ? Wow	Yes badly	sad
25248	Too my its just like a funny	I think its a great horror movie, and the scene with the wolves was particularly gruesome.	Name the movie 	happy
25249	Yes	Also yes yes yes because yes yes yes yes. 😅😅	So when are u coming ?	others
25250	What	snow n what???	Ohh so snow is annoying you	angry
25251	I m waiting	so am I	Hmmm	others
25252	Ok and next 3 song	also are lyrics!! :p	Is this also a song	others
